ID;FIRSTNAME;LASTNAME;IsCustomer?;Revenue;company_name;CreationDate;ADDRESS;CITY;county;STATE;zip;phone1;phone2;EMAIL;web;CUST_TYPE
ID-4037;Alline;Jeanty;TRUE;5522.20;W W John Holden Inc;28/12/2001;55713 Lake City Hwy;South Bend;St Joseph;IN;46601;574-656-2800;574-405-1983;ajeanty@gmail.com;http://www.wwjohnholdeninc.com;Gold
ID-3924;Nobuko;Halsey;TRUE;7620.50;Goeman Wood Products Inc;06/03/2018;8139 I Hwy 10 #92;New Bedford;Bristol;MA;2745;508-855-9887;508-897-7916;nobuko.halsey@yahoo.com;http://www.goemanwoodproductsinc.com;Silver
ID-3646;Maurine;Yglesias;FALSE;8855.29;Schultz, Thomas C Md;05/06/2018;59 Shady Ln #53;Milwaukee;Milwaukee;WI;53214;414-748-1374;414-573-7719;maurine_yglesias@yglesias.com;http://www.schultzthomascmd.com;Standard
ID-3830;An;Fritz;TRUE;5347.72;Linguistic Systems Inc;30/11/2019;506 S Hacienda Dr;Atlantic City;Atlantic;NJ;8401;609-228-5265;609-854-7156;an_fritz@hotmail.com;http://www.linguisticsystemsinc.com;Standard
ID-3780;Gracia;Melnyk;FALSE;8774.44;Juvenile & Adult Super;17/07/2014;97 Airport Loop Dr;Jacksonville;Duval;FL;32216;904-235-3633;904-627-4341;gracia@melnyk.com;http://www.juvenileadultsuper.com;Premium
ID-3720;Leatha;Hagele;TRUE;7597.78;Ninas Indian Grs & Videos;05/06/2007;627 Walford Ave;Dallas;Dallas;TX;75227;214-339-1809;214-225-5850;lhagele@cox.net;http://www.ninasindiangrsvideos.com;Standard
ID-3699;;Callaro;TRUE;6224.86;Jackson Shields Yeiser;08/02/2018;7 Benton Dr;Honolulu;Honolulu;HI;96819;808-215-6832;808-240-5168;brandon_callaro@hotmail.com;http://www.jacksonshieldsyeiser.com;Standard
ID-3736;Arminda;Parvis;FALSE;5121.40;Newtec Inc;24/03/2014;1 Huntwood Ave;Phoenix;Maricopa;AZ;85017;602-906-9419;602-277-3025;arminda@parvis.com;http://www.newtecinc.com;Premium
ID-4046;Ruthann;Keener;FALSE;3328.48;Maiden Craft Inc;22/06/2017;3424 29th St Se;Kerrville;Kerr;TX;78028;830-258-2769;830-919-5991;ruthann@hotmail.com;http://www.maidencraftinc.com;Standard
ID-3928;Helene;Rodenberger;TRUE;5703.10;Bailey Transportation Prod Inc;27/11/2007;347 Chestnut St;Peoria;Maricopa;AZ;85381;623-461-8551;623-426-4907;helene@aol.com;http://www.baileytransportationprodinc.com;Gold
ID-3917;Corinne;Loder;FALSE;3274.13;Local Office;04/11/2002;4 Carroll St;North Attleboro;Bristol;MA;2760;508-942-4186;508-618-7826;corinne@loder.org;http://www.localoffice.com;Standard
ID-3911;Jutta;Amyot;FALSE;6715.55;National Medical Excess Corp;11/05/2007;49 N Mays St;Broussard;Lafayette;LA;70518;337-515-1438;337-991-8070;jamyot@hotmail.com;http://www.nationalmedicalexcesscorp.com;Silver
ID-3858;Detra;Coyier;TRUE;7581.68;Schott Fiber Optics Inc;06/04/2004;96950 Hidden Ln;Aberdeen;Harford;MD;21001;410-739-9277;410-259-2118;detra@aol.com;http://www.schottfiberopticsinc.com;Gold
ID-4074;Jovita;Oles;TRUE;8493.47;Pagano, Philip G Esq;23/02/2019;8 S Haven St;Daytona Beach;Volusia;FL;32114;386-248-4118;386-208-6976;joles@gmail.com;http://www.paganophilipgesq.com;Standard
ID-3965;Ciara;Ventura;TRUE;8382.11;Johnson, Robert M Esq;26/07/2005;53 W Carey St;Port Jervis;Orange;NY;12771;845-823-8877;845-694-7919;cventura@yahoo.com;http://www.johnsonrobertmesq.com;Gold
ID-3863;Theodora;Restrepo;FALSE;2349.08;Kleri, Patricia S Esq;17/09/2015;42744 Hamann Industrial Pky #82;Miami;Miami-Dade;FL;33136;305-936-8226;305-573-1085;theodora.restrepo@restrepo.com;http://www.kleripatriciasesq.com;Gold
ID-3824;Ceola;Setter;FALSE;6486.75;Southern Steel Shelving Co;27/10/2018;96263 Greenwood Pl;Warren;Knox;ME;4864;207-627-7565;207-297-5029;ceola.setter@setter.org;http://www.southernsteelshelvingco.com;Premium
ID-3996;Janine;Rhoden;FALSE;4880.88;Nordic Group Inc;10/11/2019;92 Broadway;Astoria;Queens;NY;11103;718-228-5894;718-728-5051;jrhoden@yahoo.com;http://www.nordicgroupinc.com;Premium
ID-3638;;Monarrez;TRUE;6474.86;Branford Wire & Mfg Co;17/10/2005;14288 Foster Ave #4121;Jenkintown;Montgomery;PA;19046;215-934-8655;215-329-6386;amber_monarrez@monarrez.org;http://www.branfordwiremfgco.com;Silver
ID-4068;Dorothy;Chesterfield;FALSE;6189.01;Cowan & Kelly;17/12/2004;469 Outwater Ln;San Diego;San Diego;CA;92126;858-617-7834;858-732-1884;dorothy@cox.net;http://www.cowankelly.com;Gold
ID-3666;Lettie;Isenhower;TRUE;9530.28;Conte, Christopher A Esq;08/03/2004;70 W Main St;Beachwood;Cuyahoga;OH;44122;216-657-7668;216-733-8494;lettie_isenhower@yahoo.com;http://www.contechristopheraesq.com;Standard
ID-3864;Noah;Kalafatis;TRUE;9288.16;Twiggs Abrams Blanchard;01/05/2002;1950 5th Ave;Milwaukee;Milwaukee;WI;53209;414-263-5287;414-660-9766;noah.kalafatis@aol.com;http://www.twiggsabramsblanchard.com;Silver
ID-3888;;Schirpke;TRUE;6913.46;Reuter, Arthur C Jr;04/05/2001;34 Saint George Ave #2;Bangor;Penobscot;ME;4401;207-295-7569;207-748-3722;goldie.schirpke@yahoo.com;http://www.reuterarthurcjr.com;Gold
ID-3898;Barbra;Adkin;FALSE;7633.58;Binswanger;04/06/2019;4 Kohler Memorial Dr;Brooklyn;Kings;NY;11230;718-201-3751;718-732-9475;badkin@hotmail.com;http://www.binswanger.com;Gold
ID-3856;;Bubash;FALSE;4634.95;Petersen, James E Esq;21/06/2018;6535 Joyce St;Wichita Falls;Wichita;TX;76301;940-276-7922;940-302-3036;alecia@aol.com;http://www.petersenjameseesq.com;Premium
ID-4014;Clorinda;Heimann;FALSE;2906.39;Haughey, Charles Jr;01/10/2015;105 Richmond Valley Rd;Escondido;San Diego;CA;92025;760-291-5497;760-261-4786;clorinda.heimann@hotmail.com;http://www.haugheycharlesjr.com;Standard
ID-4063;Mona;Delasancha;TRUE;3035.71;Sign All;15/08/2017;38773 Gravois Ave;Cheyenne;Laramie;WY;82001;307-403-1488;307-816-7115;mdelasancha@hotmail.com;http://www.signall.com;Premium
ID-3827;Peggie;Sturiale;FALSE;8839.56;Henry County Middle School;21/02/2013;9 N 14th St;El Cajon;San Diego;CA;92020;619-608-1763;619-695-8086;peggie@cox.net;http://www.henrycountymiddleschool.com;Silver
ID-3775;Candida;Corbley;TRUE;3020.63;Colts Neck Medical Assocs Inc;28/12/2008;406 Main St;Somerville;Somerset;NJ;8876;908-275-8357;908-943-6103;candida_corbley@hotmail.com;http://www.coltsneckmedicalassocsinc.com;Standard
ID-3979;Levi;Munis;FALSE;3941.50;Farrell & Johnson Office Equip;07/05/2005;2094 Ne 36th Ave;Worcester;Worcester;MA;1603;508-456-4907;508-658-7802;levi.munis@gmail.com;http://www.farrelljohnsonofficeequip.com;Gold
ID-3662;Devorah;Chickering;FALSE;8957.49;Garrison Ind;09/11/2000;31 Douglas Blvd #950;Clovis;Curry;NM;88101;505-975-8559;505-950-1763;devorah@hotmail.com;http://www.garrisonind.com;Premium
ID-4030;Adell;Lipkin;TRUE;8735.16;Systems Graph Inc Ab Dick Dlr;01/11/2007;65 Mountain View Dr;Whippany;Morris;NJ;7981;973-654-1561;973-662-8988;adell.lipkin@lipkin.com;http://www.systemsgraphincabdickdlr.com;Silver
ID-4021;Quentin;Swayze;TRUE;3535.06;Ulbrich Trucking;19/03/2019;278 Bayview Ave;Milan;Monroe;MI;48160;734-561-6170;734-851-8571;quentin_swayze@yahoo.com;http://www.ulbrichtrucking.com;Premium
ID-3778;Felicidad;Poullion;TRUE;5230.53;Mccorkle, Tom S Esq;11/02/2014;9939 N 14th St;Riverton;Burlington;NJ;8077;856-305-9731;856-828-6021;fpoullion@poullion.com;http://www.mccorkletomsesq.com;Standard
ID-3624;;Campain;TRUE;7596.69;Rapid Trading Intl;17/06/2013;1048 Main St;Fairbanks;Fairbanks North Star;AK;99708;907-231-4722;907-335-6568;roxane@hotmail.com;http://www.rapidtradingintl.com;Standard
ID-3628;;Briddick;FALSE;3270.37;Grace Pastries Inc;03/10/2009;38938 Park Blvd;Boston;Suffolk;MA;2128;617-399-5124;617-997-5771;jina_briddick@briddick.com;http://www.gracepastriesinc.com;Standard
ID-3851;Jerry;Zurcher;FALSE;6776.83;J & F Lumber;20/12/2004;77 Massillon Rd #822;Satellite Beach;Brevard;FL;32937;321-518-5938;321-597-2159;jzurcher@zurcher.org;http://www.jflumber.com;Premium
ID-3867;Junita;Stoltzman;TRUE;2581.66;Geonex Martel Inc;24/03/2008;94 W Dodge Rd;Carson City;Carson City;NV;89701;775-638-9963;775-578-1214;junita@aol.com;http://www.geonexmartelinc.com;Premium
ID-3713;;Paulas;FALSE;9143.93;Asendorf, J Alan Esq;02/07/2010;866 34th Ave;Denver;Denver;CO;80231;303-623-4241;303-692-3118;hpaulas@gmail.com;http://www.asendorfjalanesq.com;Premium
ID-3647;Tawna;Buvens;TRUE;7021.27;H H H Enterprises Inc;01/07/2014;3305 Nabell Ave #679;New York;New York;NY;10009;212-674-9610;212-462-9157;tawna@gmail.com;http://www.hhhenterprisesinc.com;Gold
ID-3677;Carma;Vanheusen;FALSE;7632.11;Springfield Div Oh Edison Co;16/09/2000;68556 Central Hwy;San Leandro;Alameda;CA;94577;510-503-7169;510-452-4835;carma@cox.net;http://www.springfielddivohedisonco.com;Premium
ID-3704;Lindsey;Dilello;FALSE;7521.53;Biltmore Investors Bank;16/06/2016;52777 Leaders Heights Rd;Ontario;San Bernardino;CA;91761;909-639-9887;909-589-1693;lindsey.dilello@hotmail.com;http://www.biltmoreinvestorsbank.com;Premium
ID-3614;Ernie;Stenseth;FALSE;5841.87;Knwz Newsradio;26/11/2018;45 E Liberty St;Ridgefield Park;Bergen;NJ;7660;201-709-6245;201-387-9093;ernie_stenseth@aol.com;http://www.knwznewsradio.com;Premium
ID-3654;Bobbye;Rhym;FALSE;3461.66;Smits, Patricia Garity;08/03/2010;30 W 80th St #1995;San Carlos;San Mateo;CA;94070;650-528-5783;650-811-9032;brhym@rhym.com;http://www.smitspatriciagarity.com;Premium
ID-4052;;Chaffins;FALSE;8097.52;New York Public Library;23/12/2007;18 3rd Ave;New York;New York;NY;10016;212-510-4633;212-428-9538;jess.chaffins@chaffins.org;http://www.newyorkpubliclibrary.com;Gold
ID-3787;Marge;Limmel;FALSE;7400.55;Bjork, Robert D Jr;25/06/2004;189 Village Park Rd;Crestview;Okaloosa;FL;32536;850-430-1663;850-330-8079;marge@gmail.com;http://www.bjorkrobertdjr.com;Standard
ID-3696;;Schmierer;FALSE;3091.93;K Cs Cstm Mouldings Windows;15/12/2001;5161 Dorsett Rd;Homestead;Miami-Dade;FL;33030;305-420-8970;305-575-8481;pamella.schmierer@schmierer.org;http://www.kcscstmmouldingswindows.com;Gold
ID-4003;;Kiel;TRUE;5659.37;Cullen, Terrence P Esq;16/07/2002;76598 Rd  I 95 #1;Denver;Denver;CO;80216;303-776-7548;303-845-5408;vkiel@hotmail.com;http://www.cullenterrencepesq.com;Standard
ID-4041;Cecilia;Colaizzo;TRUE;5093.54;Switchcraft Inc;05/02/2011;4 Nw 12th St #3849;Madison;Dane;WI;53717;608-382-4541;608-302-3387;cecilia_colaizzo@colaizzo.com;http://www.switchcraftinc.com;Silver
ID-4034;Cristal;Samara;FALSE;4986.73;Intermed Inc;17/03/2009;4119 Metropolitan Dr;Los Angeles;Los Angeles;CA;90021;213-975-8026;213-696-8004;cristal@cox.net;http://www.intermedinc.com;Standard
ID-3795;Rebecka;Gesick;TRUE;9319.85;Polykote Inc;17/12/2002;2026 N Plankinton Ave #3;Austin;Travis;TX;78754;512-213-8574;512-693-8345;rgesick@gesick.org;http://www.polykoteinc.com;Premium
ID-3769;Teri;Ennaco;FALSE;3605.79;Publishers Group West;01/12/2002;99 Tank Farm Rd;Hazleton;Luzerne;PA;18201;570-889-5187;570-355-1665;tennaco@gmail.com;http://www.publishersgroupwest.com;Premium
ID-3591;Kris;Marrier;FALSE;6620.41;King, Christopher A Esq;25/03/2009;228 Runamuck Pl #2808;Baltimore;Baltimore City;MD;21224;410-655-8723;410-804-4694;kris@gmail.com;http://www.kingchristopheraesq.com;Silver
ID-3659;Delisa;Crupi;TRUE;8313.76;Wood & Whitacre Contractors;13/12/2003;47565 W Grand Ave;Newark;Essex;NJ;7105;973-354-2040;973-847-9611;delisa.crupi@crupi.com;http://www.woodwhitacrecontractors.com;Gold
ID-3749;Evangelina;Radde;FALSE;4217.48;Campbell, Jan Esq;15/08/2000;992 Civic Center Dr;Philadelphia;Philadelphia;PA;19123;215-964-3284;215-417-5612;evangelina@aol.com;http://www.campbelljanesq.com;Standard
ID-3889;Loreta;Timenez;TRUE;3604.15;Kaminski, Katherine Andritsaki;11/01/2011;47857 Coney Island Ave;Clinton;Prince Georges;MD;20735;301-696-6420;301-392-6698;loreta.timenez@hotmail.com;http://www.kaminskikatherineandritsaki.com;Gold
ID-3589;Leota;Dilliard;TRUE;n-a;;19/04/2017;7 W Jackson Blvd;San Jose;Santa Clara;CA;95111;408-752-3500;408-813-1105;leota@hotmail.com;http://www.commercialpress.com;Premium
ID-4031;Jacqueline;Rowling;FALSE;8296.29;John Hancock Mutl Life Ins Co;29/05/2011;1 N San Saba;Erie;Erie;PA;16501;814-865-8113;814-481-1700;jacqueline.rowling@yahoo.com;http://www.johnhancockmutllifeinsco.com;Silver
ID-3843;Charlene;Hamilton;FALSE;9223.07;Oshins & Gibbons;19/12/2015;985 E 6th Ave;Santa Rosa;Sonoma;CA;95407;707-300-1771;707-821-8037;charlene.hamilton@hotmail.com;http://www.oshinsgibbons.com;Standard
ID-3981;Sharee;Maile;TRUE;8734.43;Holiday Inn Naperville;04/09/2007;2094 Montour Blvd;Muskegon;Muskegon;MI;49442;231-467-9978;231-265-6940;sharee_maile@aol.com;http://www.holidayinnnaperville.com;Premium
ID-3964;Mitsue;Scipione;TRUE;7370.18;Students In Free Entrprs Natl;19/02/2001;77 222 Dr;Oroville;Butte;CA;95965;530-986-9272;530-399-3254;mscipione@scipione.com;http://www.studentsinfreeentrprsnatl.com;Premium
ID-4000;Merissa;Tomblin;TRUE;5683.06;One Day Surgery Center Inc;11/11/2017;34 Raritan Center Pky;Bellflower;Los Angeles;CA;90706;562-579-6900;562-719-7922;merissa.tomblin@gmail.com;http://www.onedaysurgerycenterinc.com;Gold
ID-4073;Thaddeus;Ankeny;TRUE;4045.94;Atc Contracting;03/01/2005;5 Washington St #1;Roseville;Placer;CA;95678;916-920-3571;916-459-2433;tankeny@ankeny.org;http://www.atccontracting.com;Silver
ID-3988;Arthur;Farrow;TRUE;4213.77;Young, Timothy L Esq;13/05/2004;28 S 7th St #2824;Englewood;Bergen;NJ;7631;201-238-5688;201-772-4377;arthur.farrow@yahoo.com;http://www.youngtimothylesq.com;Gold
ID-3801;Glendora;Sarbacher;TRUE;5197.07;Defur Voran Hanley Radcliff;27/05/2003;2140 Diamond Blvd;Rohnert Park;Sonoma;CA;94928;707-653-8214;707-881-3154;gsarbacher@gmail.com;http://www.defurvoranhanleyradcliff.com;Standard
ID-3645;Carmelina;Lindall;FALSE;4260.97;George Jessop Carter Jewelers;27/04/2003;2664 Lewis Rd;Littleton;Douglas;CO;80126;303-724-7371;303-874-5160;carmelina_lindall@lindall.com;http://www.georgejessopcarterjewelers.com;Gold
ID-3703;;Rochin;FALSE;6931.71;Carol, Drake Sparks Esq;04/08/2007;2 Monroe St;San Mateo;San Mateo;CA;94403;650-933-5072;650-247-2625;xuan@gmail.com;http://www.caroldrakesparksesq.com;Gold
ID-3832;Rhea;Aredondo;TRUE;8582.96;Double B Foods Inc;24/10/2006;25657 Live Oak St;Brooklyn;Kings;NY;11226;718-560-9537;718-280-4183;rhea_aredondo@cox.net;http://www.doublebfoodsinc.com;Standard
ID-3896;Lilli;Scriven;FALSE;4855.84;Hunter, John J Esq;10/07/2003;33 State St;Abilene;Taylor;TX;79601;325-631-1560;325-667-7868;lilli@aol.com;http://www.hunterjohnjesq.com;Standard
ID-3978;Dean;Ketelsen;TRUE;6892.65;J M Custom Design Millwork;09/10/2015;2 Flynn Rd;Hicksville;Nassau;NY;11801;516-847-4418;516-732-6649;dean_ketelsen@gmail.com;http://www.jmcustomdesignmillwork.com;Standard
ID-3833;;Sama;FALSE;4005.41;Alexander & Alexander Inc;13/03/2010;4923 Carey Ave;Saint Louis;Saint Louis City;MO;63104;314-787-1588;314-858-4832;bsama@cox.net;http://www.alexanderalexanderinc.com;Gold
ID-3791;Viola;Bitsuie;TRUE;8590.88;Burton & Davis;16/01/2002;70 Mechanic St;Northridge;Los Angeles;CA;91325;818-864-4875;818-481-5787;viola@gmail.com;http://www.burtondavis.com;Standard
ID-3958;Markus;Lukasik;FALSE;5177.96;M & M Store Fixtures Co Inc;25/01/2005;89 20th St E #779;Sterling Heights;Macomb;MI;48310;586-970-7380;586-247-1614;markus@yahoo.com;http://www.mmstorefixturescoinc.com;Standard
ID-3942;Kasandra;Semidey;TRUE;4058.82;Can Tron;25/11/2003;369 Latham St #500;Saint Louis;Saint Louis City;MO;63102;314-732-9131;314-697-3652;kasandra_semidey@semidey.com;http://www.cantron.com;Standard
ID-3671;Tyra;Shields;FALSE;4668.32;Assink, Anne H Esq;25/01/2005;3 Fort Worth Ave;Philadelphia;Philadelphia;PA;19106;215-255-1641;215-228-8264;tshields@gmail.com;http://www.assinkannehesq.com;Gold
ID-3734;Lezlie;Craghead;FALSE;8753.11;Chang, Carolyn Esq;29/07/2013;749 W 18th St #45;Smithfield;Johnston;NC;27577;919-533-3762;919-885-2453;lezlie.craghead@craghead.org;http://www.changcarolynesq.com;Premium
ID-3719;;Gotter;TRUE;5601.42;Vlahos, John J Esq;23/05/2005;4940 Pulaski Park Dr;Portland;Multnomah;OR;97202;503-527-5274;503-455-3094;nieves_gotter@gmail.com;http://www.vlahosjohnjesq.com;Silver
ID-3919;Kate;Keneipp;TRUE;5323.08;Davis, Maxon R Esq;25/01/2002;33 N Michigan Ave;Green Bay;Brown;WI;54301;920-353-6377;920-355-1610;kate_keneipp@yahoo.com;http://www.davismaxonresq.com;Premium
ID-3597;Mattie;Poquette;FALSE;3763.65;Century Communications;28/08/2004;73 State Road 434 E;Phoenix;Maricopa;AZ;85013;602-277-4385;602-953-6360;mattie@aol.com;http://www.centurycommunications.com;Standard
ID-3663;Timothy;Mulqueen;TRUE;8969.87;Saronix Nymph Products;29/06/2016;44 W 4th St;Staten Island;Richmond;NY;10309;718-332-6527;718-654-7063;timothy_mulqueen@mulqueen.org;http://www.saronixnymphproducts.com;Gold
ID-3635;;Mastella;FALSE;3116.41;Vicon Corporation;01/12/2018;71 San Mateo Ave;Wayne;Delaware;PA;19087;610-814-5533;610-379-7125;mmastella@mastella.com;http://www.viconcorporation.com;Silver
ID-3773;Lemuel;Latzke;FALSE;5053.53;Computer Repair Service;27/11/2013;70 Euclid Ave #722;Bohemia;Suffolk;NY;11716;631-748-6479;631-291-4976;lemuel.latzke@gmail.com;http://www.computerrepairservice.com;Silver
ID-3940;Elouise;Gwalthney;TRUE;2422.96;Quality Inn Northwest;07/04/2008;9506 Edgemore Ave;Bladensburg;Prince Georges;MD;20710;301-841-5012;301-591-3034;egwalthney@yahoo.com;http://www.qualityinnnorthwest.com;Premium
ID-3802;Avery;Steier;TRUE;4009.87;Dill Dill Carr & Stonbraker Pc;22/11/2010;93 Redmond Rd #492;Orlando;Orange;FL;32803;407-808-9439;407-945-8566;avery@cox.net;http://www.dilldillcarrstonbrakerpc.com;Standard
ID-3974;Lenna;Newville;FALSE;9059.92;Brooks, Morris J Jr;14/03/2017;987 Main St;Raleigh;Wake;NC;27601;919-623-2524;919-254-5987;lnewville@newville.com;http://www.brooksmorrisjjr.com;Premium
ID-3803;;Lother;TRUE;8760.18;Kleensteel;10/07/2014;3989 Portage Tr;Escondido;San Diego;CA;92025;760-971-4322;760-465-4762;cristy@lother.com;http://www.kleensteel.com;Silver
ID-3745;Latrice;Tolfree;TRUE;4353.68;United Van Lines Agent;17/10/2006;81 Norris Ave #525;Ronkonkoma;Suffolk;NY;11779;631-957-7624;631-998-2102;latrice.tolfree@hotmail.com;http://www.unitedvanlinesagent.com;Standard
ID-3605;Maryann;Royster;FALSE;3957.71;Franklin, Peter L Esq;02/10/2019;74 S Westgate St;Albany;Albany;NY;12204;518-966-7987;518-448-8982;mroyster@royster.com;http://www.franklinpeterlesq.com;Standard
ID-4022;Annmarie;Castros;TRUE;8242.54;Tipiak Inc;08/05/2007;80312 W 32nd St;Conroe;Montgomery;TX;77301;936-751-7961;936-937-2334;annmarie_castros@gmail.com;http://www.tipiakinc.com;Standard
ID-3656;Tamar;Hoogland;TRUE;7727.16;A K Construction Co;06/06/2011;2737 Pistorio Rd #9230;London;Madison;OH;43140;740-343-8575;740-526-5410;tamar@hotmail.com;http://www.akconstructionco.com;Standard
ID-4019;Caprice;Suell;FALSE;2816.47;Egnor, W Dan Esq;10/11/2014;90177 N 55th Ave;Nashville;Davidson;TN;37211;615-246-1824;615-726-4537;caprice@aol.com;http://www.egnorwdanesq.com;Premium
ID-3973;Lashandra;Klang;TRUE;3239.90;Acqua Group;12/04/2004;810 N La Brea Ave;King of Prussia;Montgomery;PA;19406;610-809-1818;610-378-7332;lashandra@yahoo.com;http://www.acquagroup.com;Gold
ID-3982;;Storment;TRUE;8430.74;Burrows, Jon H Esq;31/05/2009;393 Hammond Dr;Lafayette;Lafayette;LA;70506;337-566-6001;337-255-3427;cordelia_storment@aol.com;http://www.burrowsjonhesq.com;Gold
ID-3757;Layla;Springe;TRUE;7045.93;Chadds Ford Winery;24/02/2002;229 N Forty Driv;New York;New York;NY;10011;212-260-3151;212-253-7448;layla.springe@cox.net;http://www.chaddsfordwinery.com;Silver
ID-4040;Daniela;Comnick;TRUE;4919.32;Water & Sewer Department;28/01/2020;7 Flowers Rd #403;Trenton;Mercer;NJ;8611;609-200-8577;609-398-2805;dcomnick@cox.net;http://www.watersewerdepartment.com;Standard
ID-4060;Alpha;Palaia;TRUE;9103.76;Stoffer, James M Jr;20/01/2013;43496 Commercial Dr #29;Cherry Hill;Camden;NJ;8003;856-312-2629;856-513-7024;alpha@yahoo.com;http://www.stofferjamesmjr.com;Standard
ID-3760;Stephaine;Vinning;TRUE;9503.61;Birite Foodservice Distr;26/10/2003;3717 Hamann Industrial Pky;San Francisco;San Francisco;CA;94104;415-767-6596;415-712-9530;stephaine@cox.net;http://www.biritefoodservicedistr.com;Premium
ID-3807;Tiera;Frankel;FALSE;5716.07;Roland Ashcroft;15/11/2011;87 Sierra Rd;El Monte;Los Angeles;CA;91731;626-636-4117;626-638-4241;tfrankel@aol.com;http://www.rolandashcroft.com;Premium
ID-3687;Celeste;Korando;FALSE;8250.01;American Arts & Graphics;06/04/2003;7 W Pinhook Rd;Lynbrook;Nassau;NY;11563;516-509-2347;516-365-7266;ckorando@hotmail.com;http://www.americanartsgraphics.com;Premium
ID-3599;Gladys;Rim;FALSE;not avail.;T M Byxbee Company Pc;08/07/2014;322 New Horizon Blvd;Milwaukee;Milwaukee;WI;53207;414-661-9598;414-377-2880;gladys.rim@rim.org;http://www.tmbyxbeecompanypc.com;Gold
ID-3905;France;Buzick;TRUE;5336.69;In Travel Agency;29/05/2012;64 Newman Springs Rd E;Brooklyn;Kings;NY;11219;718-478-8504;718-853-3740;france.buzick@yahoo.com;http://www.intravelagency.com;Standard
ID-3776;Karan;Karpin;TRUE;3683.25;New England Taxidermy;17/12/2010;3 Elmwood Dr;Beaverton;Washington;OR;97005;503-940-8327;503-707-5812;karan_karpin@gmail.com;http://www.newenglandtaxidermy.com;Standard
ID-3892;Raina;Brachle;FALSE;4226.64;Ikg Borden Divsn Harsco Corp;13/08/2012;3829 Ventura Blvd;Butte;Silver Bow;MT;59701;406-318-1515;406-374-7752;raina.brachle@brachle.org;http://www.ikgbordendivsnharscocorp.com;Premium
ID-3944;;Linahan;FALSE;9297.34;Thompson Steel Company Inc;10/08/2013;9 Plainsboro Rd #598;Greensboro;Guilford;NC;27409;336-670-2640;336-364-6037;mlinahan@yahoo.com;http://www.thompsonsteelcompanyinc.com;Premium
ID-3756;Nana;Wrinkles;TRUE;4380.31;Ray, Milbern D;14/06/2015;6 Van Buren St;Mount Vernon;Westchester;NY;10553;914-855-2115;914-796-3775;nana@aol.com;http://www.raymilbernd.com;Premium
ID-3744;Larae;Gudroe;TRUE;3917.02;Lehigh Furn Divsn Lehigh;12/09/2011;6651 Municipal Rd;Houma;Terrebonne;LA;70360;985-890-7262;985-261-5783;larae_gudroe@gmail.com;http://www.lehighfurndivsnlehigh.com;Premium
ID-3682;Alease;Buemi;FALSE;2294.59;Porto Cayo At Hawks Cay;26/09/2018;4 Webbs Chapel Rd;Boulder;Boulder;CO;80303;303-301-4946;303-521-9860;alease@buemi.com;http://www.portocayoathawkscay.com;Silver
ID-3901;Caitlin;Julia;TRUE;6650.82;Helderman, Seymour Cpa;16/06/2010;5 Williams St;Johnston;Providence;RI;2919;401-948-4982;401-552-9059;caitlin.julia@julia.org;http://www.heldermanseymourcpa.com;Gold
ID-3689;Estrella;Samu;FALSE;7083.90;Marking Devices Pubg Co;12/09/2002;64 Lakeview Ave;Beloit;Rock;WI;53511;608-976-7199;608-942-8836;estrella@aol.com;http://www.markingdevicespubgco.com;Gold
ID-3900;Jesusita;Flister;TRUE;3379.88;Schoen, Edward J Jr;14/07/2019;3943 N Highland Ave;Lancaster;Lancaster;PA;17601;717-885-9118;717-686-7564;jesusita.flister@hotmail.com;http://www.schoenedwardjjr.com;Silver
ID-3794;;Silvestrini;TRUE;9177.75;A All American Travel Inc;31/08/2013;7116 Western Ave;Dearborn;Wayne;MI;48126;313-533-4884;313-390-7855;beckie.silvestrini@silvestrini.com;http://www.aallamericantravelinc.com;Gold
ID-4009;Trinidad;Mcrae;FALSE;7162.63;Water Office;24/05/2013;10276 Brooks St;San Francisco;San Francisco;CA;94105;415-331-9634;415-419-1597;trinidad_mcrae@yahoo.com;http://www.wateroffice.com;Standard
ID-3808;Alaine;Bergesen;FALSE;8738.31;Hispanic Magazine;28/08/2017;7667 S Hulen St #42;Yonkers;Westchester;NY;10701;914-300-9193;914-654-1426;alaine_bergesen@cox.net;http://www.hispanicmagazine.com;Standard
ID-3586;Donette;Foller   ;FALSE;3721.60;Printing Dimensions;04/04/2013;34 Center St;Hamilton;Butler;OH;45011;513-570-1893;513-549-4561;donette.foller@cox.net;http://www.printingdimensions.com;Premium
ID-3809;Earleen;Mai;TRUE;6174.93;Little Sheet Metal Co;10/12/2009;75684 S Withlapopka Dr #32;Dallas;Dallas;TX;75227;214-289-1973;214-785-6750;earleen_mai@cox.net;http://www.littlesheetmetalco.com;Standard
ID-4032;Lonny;Weglarz;TRUE;9288.84;History Division Of State;28/11/2011;51120 State Route 18;Salt Lake City;Salt Lake;UT;84115;801-293-9853;801-892-8781;lonny_weglarz@gmail.com;http://www.historydivisionofstate.com;Premium
ID-3681;Arlene;Klusman;TRUE;6719.47;Beck Horizon Builders;21/05/2017;3 Secor Rd;New Orleans;Orleans;LA;70112;504-710-5840;504-946-1807;arlene_klusman@gmail.com;http://www.beckhorizonbuilders.com;Silver
